clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path,transcript,n_keyframes,visual_ok,has_audio,has_text,has_visual,transcript,n_keyframes,visual_ok,has_audio,has_text,has_visual
vwUBtNvjrU4_003,mosei_real,0,mosei_vwUBtNvjrU4_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vwUBtNvjrU4_003.mp4,data\preprocessed\features\z_at\vwUBtNvjrU4_003.pt,data\preprocessed\features\z_v\vwUBtNvjrU4_003.pt,You also have to think about how you're communicating to the device.,8,1,1,1,1,You also have to think about how you're communicating to the device.,8,1,1,1,1
vwUBtNvjrU4_004,mosei_real,0,mosei_vwUBtNvjrU4_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vwUBtNvjrU4_004.mp4,data\preprocessed\features\z_at\vwUBtNvjrU4_004.pt,data\preprocessed\features\z_v\vwUBtNvjrU4_004.pt,Are you communicating over a channel that's in the clear traffic?,8,1,1,1,1,Are you communicating over a channel that's in the clear traffic?,8,1,1,1,1
vwUBtNvjrU4_007,mosei_real,0,mosei_vwUBtNvjrU4_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vwUBtNvjrU4_007.mp4,data\preprocessed\features\z_at\vwUBtNvjrU4_007.pt,data\preprocessed\features\z_v\vwUBtNvjrU4_007.pt,You don't want anybody to have access to that except for you and the other security professionals in your environment.,8,1,1,1,1,You don't want anybody to have access to that except for you and the other security professionals in your environment.,8,1,1,1,1
vwUBtNvjrU4_009,mosei_real,0,mosei_vwUBtNvjrU4_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vwUBtNvjrU4_009.mp4,data\preprocessed\features\z_at\vwUBtNvjrU4_009.pt,data\preprocessed\features\z_v\vwUBtNvjrU4_009.pt,You also have to think about the way that your configurations are being stored.,8,1,1,1,1,You also have to think about the way that your configurations are being stored.,8,1,1,1,1
vwUBtNvjrU4_010,mosei_real,0,mosei_vwUBtNvjrU4_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vwUBtNvjrU4_010.mp4,data\preprocessed\features\z_at\vwUBtNvjrU4_010.pt,data\preprocessed\features\z_v\vwUBtNvjrU4_010.pt,Are they stored on the device or are they in stored in an encrypted form?,8,1,1,1,1,Are they stored on the device or are they in stored in an encrypted form?,8,1,1,1,1
vwUBtNvjrU4_013,mosei_real,0,mosei_vwUBtNvjrU4_013,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\vwUBtNvjrU4_013.mp4,data\preprocessed\features\z_at\vwUBtNvjrU4_013.pt,data\preprocessed\features\z_v\vwUBtNvjrU4_013.pt,"You need to think about what you're doing with this data, both on the device and once you take it off the device.",8,1,1,1,1,"You need to think about what you're doing with this data, both on the device and once you take it off the device.",8,1,1,1,1
w44JDB1NmqM_001,mosei_real,0,mosei_w44JDB1NmqM_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\w44JDB1NmqM_001.mp4,data\preprocessed\features\z_at\w44JDB1NmqM_001.pt,data\preprocessed\features\z_v\w44JDB1NmqM_001.pt,"Fundamentally, we need innovation to get us out of this crisis. We can't.",8,1,1,1,1,"Fundamentally, we need innovation to get us out of this crisis. We can't.",8,1,1,1,1
w44JDB1NmqM_003,mosei_real,0,mosei_w44JDB1NmqM_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\w44JDB1NmqM_003.mp4,data\preprocessed\features\z_at\w44JDB1NmqM_003.pt,data\preprocessed\features\z_v\w44JDB1NmqM_003.pt,critical. So the answer may not be quite what you guys were expecting.,8,1,1,1,1,critical. So the answer may not be quite what you guys were expecting.,8,1,1,1,1
wC_1M7KIv9s_000,mosei_real,0,mosei_wC_1M7KIv9s_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_000.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_000.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_000.pt,This is a quick summary and analysis of Coraline by Neo Game.,8,1,1,1,1,This is a quick summary and analysis of Coraline by Neo Game.,8,1,1,1,1
wC_1M7KIv9s_001,mosei_real,0,mosei_wC_1M7KIv9s_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_001.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_001.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_001.pt,This is a story about a girl named Koraline who lives in the countryside with her mother and father.,8,1,1,1,1,This is a story about a girl named Koraline who lives in the countryside with her mother and father.,8,1,1,1,1
wC_1M7KIv9s_002,mosei_real,0,mosei_wC_1M7KIv9s_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_002.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_002.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_002.pt,There she discovers that her other mother has tricked other children into leaving the world. Coraline!,8,1,1,1,1,There she discovers that her other mother has tricked other children into leaving the world. Coraline!,8,1,1,1,1
wC_1M7KIv9s_003,mosei_real,0,mosei_wC_1M7KIv9s_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_003.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_003.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_003.pt,Coraline challenges her other mother to find the three souls of the children and her parents.,8,1,1,1,1,Coraline challenges her other mother to find the three souls of the children and her parents.,8,1,1,1,1
wC_1M7KIv9s_004,mosei_real,0,mosei_wC_1M7KIv9s_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_004.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_004.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_004.pt,"As per agreement, if Coraline finds the souls first, she and the rest of them get to return to the real world.",8,1,1,1,1,"As per agreement, if Coraline finds the souls first, she and the rest of them get to return to the real world.",8,1,1,1,1
wC_1M7KIv9s_005,mosei_real,0,mosei_wC_1M7KIv9s_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_005.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_005.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_005.pt,"If your other mother fights them first, Coraline will stay in the other world. Coraline...",8,1,1,1,1,"If your other mother fights them first, Coraline will stay in the other world. Coraline...",8,1,1,1,1
wC_1M7KIv9s_006,mosei_real,0,mosei_wC_1M7KIv9s_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_006.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_006.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_006.pt,Coraline finds all three souls in marbles throughout the house and her parents in a snow globe.,8,1,1,1,1,Coraline finds all three souls in marbles throughout the house and her parents in a snow globe.,8,1,1,1,1
wC_1M7KIv9s_009,mosei_real,0,mosei_wC_1M7KIv9s_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_009.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_009.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_009.pt,"More importantly, this book explores how roles and relationships change in those dual worlds.",8,1,1,1,1,"More importantly, this book explores how roles and relationships change in those dual worlds.",8,1,1,1,1
wC_1M7KIv9s_010,mosei_real,0,mosei_wC_1M7KIv9s_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_010.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_010.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_010.pt,"Coraline was saved her parents and others, a role that she did not understand.",8,1,1,1,1,"Coraline was saved her parents and others, a role that she did not understand.",8,1,1,1,1
wC_1M7KIv9s_014,mosei_real,0,mosei_wC_1M7KIv9s_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_014.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_014.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_014.pt,Don't forget to subscribe for more Minute Book Reports and thanks for watching.,8,1,1,1,1,Don't forget to subscribe for more Minute Book Reports and thanks for watching.,8,1,1,1,1
wC_1M7KIv9s_015,mosei_real,0,mosei_wC_1M7KIv9s_015,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_015.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_015.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_015.pt,house that is divided into two other units. One is on the,8,1,1,1,1,house that is divided into two other units. One is on the,8,1,1,1,1
wC_1M7KIv9s_016,mosei_real,0,mosei_wC_1M7KIv9s_016,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_016.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_016.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_016.pt,"Ice. As she explores her house, she finds a door with a brick wall behind it. However,",8,1,1,1,1,"Ice. As she explores her house, she finds a door with a brick wall behind it. However,",8,1,1,1,1
wC_1M7KIv9s_019,mosei_real,0,mosei_wC_1M7KIv9s_019,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wC_1M7KIv9s_019.mp4,data\preprocessed\features\z_at\wC_1M7KIv9s_019.pt,data\preprocessed\features\z_v\wC_1M7KIv9s_019.pt,"After her parents disappear in the real world, Coraline goes back to the other world to find her parents. There!",8,1,1,1,1,"After her parents disappear in the real world, Coraline goes back to the other world to find her parents. There!",8,1,1,1,1
wEs7pJH2mqQ_000,mosei_real,0,mosei_wEs7pJH2mqQ_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wEs7pJH2mqQ_000.mp4,data\preprocessed\features\z_at\wEs7pJH2mqQ_000.pt,data\preprocessed\features\z_v\wEs7pJH2mqQ_000.pt,On Air Talk Show hosts are charismatic bubbly.,8,1,1,1,1,On Air Talk Show hosts are charismatic bubbly.,8,1,1,1,1
wEs7pJH2mqQ_001,mosei_real,0,mosei_wEs7pJH2mqQ_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wEs7pJH2mqQ_001.mp4,data\preprocessed\features\z_at\wEs7pJH2mqQ_001.pt,data\preprocessed\features\z_v\wEs7pJH2mqQ_001.pt,Bubbly and seem to genuinely enjoy conversation. But there's a dark side to some of these,8,1,1,1,1,Bubbly and seem to genuinely enjoy conversation. But there's a dark side to some of these,8,1,1,1,1
wEs7pJH2mqQ_002,mosei_real,0,mosei_wEs7pJH2mqQ_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wEs7pJH2mqQ_002.mp4,data\preprocessed\features\z_at\wEs7pJH2mqQ_002.pt,data\preprocessed\features\z_v\wEs7pJH2mqQ_002.pt,Maddick hosts from sexual harassment to impossible demands these,8,1,1,1,1,Maddick hosts from sexual harassment to impossible demands these,8,1,1,1,1
wEs7pJH2mqQ_003,mosei_real,0,mosei_wEs7pJH2mqQ_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wEs7pJH2mqQ_003.mp4,data\preprocessed\features\z_at\wEs7pJH2mqQ_003.pt,data\preprocessed\features\z_v\wEs7pJH2mqQ_003.pt,"But Harvey didn't think so. In a phone interview with Entertainment Tonight, Harvey described his-",8,1,1,1,1,"But Harvey didn't think so. In a phone interview with Entertainment Tonight, Harvey described his-",8,1,1,1,1
wEs7pJH2mqQ_004,mosei_real,0,mosei_wEs7pJH2mqQ_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wEs7pJH2mqQ_004.mp4,data\preprocessed\features\z_at\wEs7pJH2mqQ_004.pt,data\preprocessed\features\z_v\wEs7pJH2mqQ_004.pt,"described his work life as a prison, likening it to not being able to walk to his car without people hassling him.",8,1,1,1,1,"described his work life as a prison, likening it to not being able to walk to his car without people hassling him.",8,1,1,1,1
wHQYmMZzyJY_001,mosei_real,0,mosei_wHQYmMZzyJY_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_001.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_001.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_001.pt,Tip number one. All you need to know about this course is on syllabus.,8,1,1,1,1,Tip number one. All you need to know about this course is on syllabus.,8,1,1,1,1
wHQYmMZzyJY_002,mosei_real,0,mosei_wHQYmMZzyJY_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_002.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_002.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_002.pt,"You need to pay attention to the details. And finally, you need to take the syllabus quiz.",8,1,1,1,1,"You need to pay attention to the details. And finally, you need to take the syllabus quiz.",8,1,1,1,1
wHQYmMZzyJY_003,mosei_real,0,mosei_wHQYmMZzyJY_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_003.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_003.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_003.pt,It's just for your practice and it's going to help you to familiarize yourself with the course.,8,1,1,1,1,It's just for your practice and it's going to help you to familiarize yourself with the course.,8,1,1,1,1
wHQYmMZzyJY_005,mosei_real,0,mosei_wHQYmMZzyJY_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_005.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_005.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_005.pt,Let me introduce myself. Then I want to give you few tips about the course.,8,1,1,1,1,Let me introduce myself. Then I want to give you few tips about the course.,8,1,1,1,1
wHQYmMZzyJY_006,mosei_real,0,mosei_wHQYmMZzyJY_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_006.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_006.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_006.pt,Tip number three complete your assignments as early as possible.,8,1,1,1,1,Tip number three complete your assignments as early as possible.,8,1,1,1,1
wHQYmMZzyJY_008,mosei_real,0,mosei_wHQYmMZzyJY_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_008.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_008.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_008.pt,Please feel free to email me if you have any questions about the course.,8,1,1,1,1,Please feel free to email me if you have any questions about the course.,8,1,1,1,1
wHQYmMZzyJY_009,mosei_real,0,mosei_wHQYmMZzyJY_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wHQYmMZzyJY_009.mp4,data\preprocessed\features\z_at\wHQYmMZzyJY_009.pt,data\preprocessed\features\z_v\wHQYmMZzyJY_009.pt,I wish you a great learning experience in our online classroom.,8,1,1,1,1,I wish you a great learning experience in our online classroom.,8,1,1,1,1
wLJohZMqR-g_001,mosei_real,0,mosei_wLJohZMqR-g_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLJohZMqR-g_001.mp4,data\preprocessed\features\z_at\wLJohZMqR-g_001.pt,data\preprocessed\features\z_v\wLJohZMqR-g_001.pt,"This is Patrick Monroe answering the question, can I place a lump sum into my traditional IRA?",8,1,1,1,1,"This is Patrick Monroe answering the question, can I place a lump sum into my traditional IRA?",8,1,1,1,1
wLj_gnNON7A_001,mosei_real,0,mosei_wLj_gnNON7A_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_001.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_001.pt,data\preprocessed\features\z_v\wLj_gnNON7A_001.pt,History will simply note that voters found her less objectionable than her opponent.,8,1,1,1,1,History will simply note that voters found her less objectionable than her opponent.,8,1,1,1,1
wLj_gnNON7A_002,mosei_real,0,mosei_wLj_gnNON7A_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_002.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_002.pt,data\preprocessed\features\z_v\wLj_gnNON7A_002.pt,The establishment wing and their Neocon allies are already exiting their Republic content.,8,1,1,1,1,The establishment wing and their Neocon allies are already exiting their Republic content.,8,1,1,1,1
wLj_gnNON7A_005,mosei_real,0,mosei_wLj_gnNON7A_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_005.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_005.pt,data\preprocessed\features\z_v\wLj_gnNON7A_005.pt,This election has laid raw the Stark divisions inside the American political parties.,8,1,1,1,1,This election has laid raw the Stark divisions inside the American political parties.,8,1,1,1,1
wLj_gnNON7A_006,mosei_real,0,mosei_wLj_gnNON7A_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_006.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_006.pt,data\preprocessed\features\z_v\wLj_gnNON7A_006.pt,A change and a realignment is inevitable.,8,1,1,1,1,A change and a realignment is inevitable.,8,1,1,1,1
wLj_gnNON7A_008,mosei_real,0,mosei_wLj_gnNON7A_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_008.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_008.pt,data\preprocessed\features\z_v\wLj_gnNON7A_008.pt,They will soon be looking for someone willing to speak for them.,8,1,1,1,1,They will soon be looking for someone willing to speak for them.,8,1,1,1,1
wLj_gnNON7A_011,mosei_real,0,mosei_wLj_gnNON7A_011,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_011.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_011.pt,data\preprocessed\features\z_v\wLj_gnNON7A_011.pt,Be sure to visit my website JT,8,1,1,1,1,Be sure to visit my website JT,8,1,1,1,1
wLj_gnNON7A_013,mosei_real,0,mosei_wLj_gnNON7A_013,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_013.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_013.pt,data\preprocessed\features\z_v\wLj_gnNON7A_013.pt,site jtoundsand.com to get your copy of my free book the 10 worst mistakes candidates make,8,1,1,1,1,site jtoundsand.com to get your copy of my free book the 10 worst mistakes candidates make,8,1,1,1,1
wLj_gnNON7A_014,mosei_real,0,mosei_wLj_gnNON7A_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_014.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_014.pt,data\preprocessed\features\z_v\wLj_gnNON7A_014.pt,and it will be difficult for Mrs. Clinton.,8,1,1,1,1,and it will be difficult for Mrs. Clinton.,8,1,1,1,1
wLj_gnNON7A_015,mosei_real,0,mosei_wLj_gnNON7A_015,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_015.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_015.pt,data\preprocessed\features\z_v\wLj_gnNON7A_015.pt,for Mrs. Clinton to make them happy.,8,1,1,1,1,for Mrs. Clinton to make them happy.,8,1,1,1,1
wLj_gnNON7A_017,mosei_real,0,mosei_wLj_gnNON7A_017,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_017.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_017.pt,data\preprocessed\features\z_v\wLj_gnNON7A_017.pt,Clinton cannot please the Sanders wing without alienating those on Wall Street that help pay her bills.,8,1,1,1,1,Clinton cannot please the Sanders wing without alienating those on Wall Street that help pay her bills.,8,1,1,1,1
wLj_gnNON7A_018,mosei_real,0,mosei_wLj_gnNON7A_018,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_018.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_018.pt,data\preprocessed\features\z_v\wLj_gnNON7A_018.pt,She cannot pay for the Sanders-Wing wish list without breaking her no-new taxes promised to the middle class.,8,1,1,1,1,She cannot pay for the Sanders-Wing wish list without breaking her no-new taxes promised to the middle class.,8,1,1,1,1
wLj_gnNON7A_020,mosei_real,0,mosei_wLj_gnNON7A_020,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wLj_gnNON7A_020.mp4,data\preprocessed\features\z_at\wLj_gnNON7A_020.pt,data\preprocessed\features\z_v\wLj_gnNON7A_020.pt,The evangelical wing has lost its moral compass and shed its credibility as the arbiter of the good and the holy.,8,1,1,1,1,The evangelical wing has lost its moral compass and shed its credibility as the arbiter of the good and the holy.,8,1,1,1,1
wMggOhhVouA_001,mosei_real,0,mosei_wMggOhhVouA_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wMggOhhVouA_001.mp4,data\preprocessed\features\z_at\wMggOhhVouA_001.pt,data\preprocessed\features\z_v\wMggOhhVouA_001.pt,This song was etched.,8,1,1,1,1,This song was etched.,8,1,1,1,1
wNx1ZnQ0MDQ_001,mosei_real,0,mosei_wNx1ZnQ0MDQ_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wNx1ZnQ0MDQ_001.mp4,data\preprocessed\features\z_at\wNx1ZnQ0MDQ_001.pt,data\preprocessed\features\z_v\wNx1ZnQ0MDQ_001.pt,"But for the 4x6s and the 5x7s, I went out seeking, okay, what's the best solution for me?",8,1,1,1,1,"But for the 4x6s and the 5x7s, I went out seeking, okay, what's the best solution for me?",8,1,1,1,1
wNx1ZnQ0MDQ_003,mosei_real,0,mosei_wNx1ZnQ0MDQ_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wNx1ZnQ0MDQ_003.mp4,data\preprocessed\features\z_at\wNx1ZnQ0MDQ_003.pt,data\preprocessed\features\z_v\wNx1ZnQ0MDQ_003.pt,and I could even pay for them and it would take an hour for me to get it to them.,8,1,1,1,1,and I could even pay for them and it would take an hour for me to get it to them.,8,1,1,1,1
wNx1ZnQ0MDQ_004,mosei_real,0,mosei_wNx1ZnQ0MDQ_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wNx1ZnQ0MDQ_004.mp4,data\preprocessed\features\z_at\wNx1ZnQ0MDQ_004.pt,data\preprocessed\features\z_v\wNx1ZnQ0MDQ_004.pt,And so that's the example of me having a very satisfying experience.,8,1,1,1,1,And so that's the example of me having a very satisfying experience.,8,1,1,1,1
wR3zalLV_6c_001,mosei_real,0,mosei_wR3zalLV_6c_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wR3zalLV_6c_001.mp4,data\preprocessed\features\z_at\wR3zalLV_6c_001.pt,data\preprocessed\features\z_v\wR3zalLV_6c_001.pt,"Now part time employment in itself is not necessarily a negative thing, especially when young people are combining work and studies.",8,1,1,1,1,"Now part time employment in itself is not necessarily a negative thing, especially when young people are combining work and studies.",8,1,1,1,1
wR3zalLV_6c_006,mosei_real,0,mosei_wR3zalLV_6c_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wR3zalLV_6c_006.mp4,data\preprocessed\features\z_at\wR3zalLV_6c_006.pt,data\preprocessed\features\z_v\wR3zalLV_6c_006.pt,Private organizations are now recognizing that investing in youth makes perfect business sense.,8,1,1,1,1,Private organizations are now recognizing that investing in youth makes perfect business sense.,8,1,1,1,1
wR3zalLV_6c_009,mosei_real,0,mosei_wR3zalLV_6c_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wR3zalLV_6c_009.mp4,data\preprocessed\features\z_at\wR3zalLV_6c_009.pt,data\preprocessed\features\z_v\wR3zalLV_6c_009.pt,"So keep positive, keep engaged and push for a better future.",8,1,1,1,1,"So keep positive, keep engaged and push for a better future.",8,1,1,1,1
wR3zalLV_6c_014,mosei_real,0,mosei_wR3zalLV_6c_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wR3zalLV_6c_014.mp4,data\preprocessed\features\z_at\wR3zalLV_6c_014.pt,data\preprocessed\features\z_v\wR3zalLV_6c_014.pt,"Part time employment, for example, has skyrocketed in recent years.",8,1,1,1,1,"Part time employment, for example, has skyrocketed in recent years.",8,1,1,1,1
wXuBJvzeC1Q_000,mosei_real,0,mosei_wXuBJvzeC1Q_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wXuBJvzeC1Q_000.mp4,data\preprocessed\features\z_at\wXuBJvzeC1Q_000.pt,data\preprocessed\features\z_v\wXuBJvzeC1Q_000.pt,"Hillary Rodham Clinton and Bernie Sanders were scheduled, both sides had agreed to a debate sometime in May or perhaps early June ahead of the June",8,1,1,1,1,"Hillary Rodham Clinton and Bernie Sanders were scheduled, both sides had agreed to a debate sometime in May or perhaps early June ahead of the June",8,1,1,1,1
wY8JbFOsp5E_000,mosei_real,0,mosei_wY8JbFOsp5E_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wY8JbFOsp5E_000.mp4,data\preprocessed\features\z_at\wY8JbFOsp5E_000.pt,data\preprocessed\features\z_v\wY8JbFOsp5E_000.pt,"Smart Camsley, we're talking about doing business in China. And I want you to know the three most important things to observe. That means what...",8,1,1,1,1,"Smart Camsley, we're talking about doing business in China. And I want you to know the three most important things to observe. That means what...",8,1,1,1,1
wY8JbFOsp5E_001,mosei_real,0,mosei_wY8JbFOsp5E_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\wY8JbFOsp5E_001.mp4,data\preprocessed\features\z_at\wY8JbFOsp5E_001.pt,data\preprocessed\features\z_v\wY8JbFOsp5E_001.pt,"title. So if his name is President Joe or President Jong, Joe is a Chinese surname, man, not just saying Joe in English.",8,1,1,1,1,"title. So if his name is President Joe or President Jong, Joe is a Chinese surname, man, not just saying Joe in English.",8,1,1,1,1
